Ticker,Co_name,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary
BSE.AX,Base Resources Limited,N.A,N.A,N.A,N.A,N.A,N.A,N.A
PSQ.AX,Pacific Smiles Group Limited,Medical Care Facilities,medical-care-facilities,Medical Care Facilities,Healthcare,healthcare,Healthcare,"Pacific Smiles Group Limited, together with its subsidiaries, owns and operates dental centers under the Pacific Smiles Dental Centres and Nib Dental Care Centres names in Australia. It provides services and equipped facilities to dentists, including support staff, materials, marketing, and administrative services. The company also offers dental services, such as dental check-ups, gum disease treatment, teeth cleaning, emergency dental, root canal treatment, dental implants, Invisalign, prosthodontics, periodontics, child dental care and benefits schedule, orthodontics, tooth extraction and wisdom teeth removal, teledentistry, dentures, cosmetic dentistry, veneers, dental crowns, and SmileStyler clear aligners, as well as teeth whitening, endodontics, sleep dentistry, dental bridges, and mouthguards. Pacific Smiles Group Limited was incorporated in 2002 and is based in East Maitland, Australia."
SFC.AX,Schaffer Corporation Limited,Auto Parts,auto-parts,Auto Parts,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Schaffer Corporation Limited, a diversified industrial and investment company, engages in the manufacture and sale of automotive leather and building materials primarily in Australia, Asia, and Europe. It operates through Automotive Leather, Building Materials, and Group Investments segments. The Automotive Leather segment offers interior leather products to the automotive industry. The Building Materials segment manufactures pre-cast and pre-stressed concrete floors; beams; and wall products, such as TeeRoff beams for infrastructure, building, and resources projects. The Group Investments segment leases office, commercial, hotel, industrial, residential, and retail properties; and develops and sells property assets. This segment is also involved in the general investment activities. Schaffer Corporation Limited was incorporated in 1955 and is headquartered in West Perth, Australia."
PGH.AX,Pact Group Holdings Ltd,Packaging & Containers,packaging-containers,Packaging & Containers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Pact Group Holdings Ltd engages in the manufacture and supply of rigid plastic and metal packaging in Australia, New Zealand, Asia, and internationally. The company operates through Packaging and Sustainability, Materials Handling and Pooling, and Contract Manufacturing segments. It offers packaging products for dairy and beverage, bulk packaging, processed food, health and personal care, fresh food, household and industrial, and closures industries; reusable products, such as garment hangers, fresh produce crates, IBC's, and steel drums for supply chain, environmental, infrastructure, and retail accessories applications. The company also recycles post-consumer and post-industrial polyethylene terephathale products comprising water and soft drink bottles, bakery trays, and protein trays into recycled food-grade resins; recycles post-consumer and post-industrial high-density polyethylene products consisting of milk, laundry, and shampoo bottles into recycled resin to manufacture milk and dairy containers, personal and homecare bottles, lubricant containers, pipe, and mobile garbage bins. In addition, it recycles post-consumer and post-industrial polypropylene products that include ice cream tubs, yoghurt containers, shopping, and produce crates into recycled resin to manufacture plant pots, paint pails, bread, milk, produce crates, and bins; and recycles pallet, shrink wrap, and shopping bags to manufacture builders' film, silage wrap, dampcourse, garage bags, and other sheet products. Further, the company offers contract manufacturing services for homecare, hygiene, personal care, health and wellness, cosmetics, automotive, promotional packaging, aerosol, liquid, powder, and nutraceutical products. The company was founded in 2002 and is headquartered in Cremorne, Australia."
AMI.AX,Aurelia Metals Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Aurelia Metals Limited engages in the exploration and production of mineral properties in Australia. The company primarily explores for gold, silver, copper, lead, and zinc. It holds interests in the Peak Mine located in the Cobar Basin, New South Wales. The company was formerly known as YTC Resources Limited and changed its name to Aurelia Metals Limited in June 2014. Aurelia Metals Limited was incorporated in 2004 and is headquartered in Brisbane, Australia."
PWR.AX,Peter Warren Automotive Holdings Limited,Auto & Truck Dealerships,auto-truck-dealerships,Auto & Truck Dealerships,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Peter Warren Automotive Holdings Limited engages in the sale of new and used motor vehicles in Australia. It operates through Vehicle Retailing and Property segments. The company also offers vehicle maintenance and repair services, parts, and protection and other aftermarket products; accessories and car care products; and extended service contracts, as well as collision repair services. In addition, it provides financing for vehicle purchases through third-party sources; and sells insurance products on behalf of retail financiers and automotive insurers. Peter Warren Automotive Holdings Limited was founded in 1958 and is based in Warwick, Australia."
RAC.AX,Race Oncology Limited,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"Race Oncology Limited, a clinical stage biopharmaceutical company, focuses on addressing the unmet needs of cancer patients for damaging treatments. The company's lead product is bisantrene, a small molecule chemotherapeutic that has a clinical history with demonstrated therapeutic benefits in adult and paediatric patients. It is advancing reformulated bisantrene (RC220) to address the unmet need of patients across various oncology indications with a clinical focus on anthracycline combination to deliver cardioprotection and enhanced anticancer activity in solid tumors. The company is also exploring RC220 as a low intensity treatment for acute myeloid leukaemia. In addition, it is investigating the effect of bisantrene on the m6A RNA pathway, following independent research identifying bisantrene as the potent inhibitor of fat mass and obesity-associated protein. The company has collaborations with Astex, City of Hope, MD Anderson, Sheba City of Health, UNC School of Medicine, University of Wollongong, and University of Newcastle. The company was formerly known as Coronado Resources Limited. Race Oncology Limited was incorporated in 2011 and is headquartered in Sydney, Australia."
LAU.AX,Lindsay Australia Limited,Trucking,trucking,Trucking,Industrials,industrials,Industrials,"Lindsay Australia Limited, together with its subsidiaries, provides integrated transport, logistics, and rural supply services to the food processing, food services, fresh produce, and horticulture sectors in Australia. The company operates through Transport, Rural, and Hunter segments. It offers seeds, chemicals, nutrients, fertilizers, irrigation, farm consumables, and packaging. The company also provides linehaul, dry and general, refrigerated chiller freight, and local pick-up delivery services. In addition, it offers unloading, cross-docking, storage, ripening, quarantine, inspection, fumigation, and import/export services. Further, the company provides fencing and livestock products; agricultural services, such as agronomy, and feed testing services; trade essentials, including hardware, timber, and trade supplies; and pet products. Lindsay Australia Limited was incorporated in 1993 and is based in Acacia Ridge, Australia."
PIA.AX,Pengana International Equities Limited,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"Pengana International Equities Limited is a closed-ended equity fund launched by Pengana Investment Management Limited. The fund is managed by Harding Loevner LP. It invests in public equity markets across the globe. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in growth stocks available at reasonable prices of companies across all market capitalizations. The fund employs fundamental analysis with a focus on such as factors as competitive advantages, quality management, financial strength, and sustainable growth potential to create its portfolio. Its portfolio is ethically screened and actively managed. The fund benchmarks the performance of its portfolio against the MSCI World Total Return Index. Pengana International Equities Limited was formed on December 22, 2003 and is domiciled in Australia."
DUG.AX,DUG Technology Ltd,Information Technology Services,information-technology-services,Information Technology Services,Technology,technology,Technology,"Dug Technology Ltd, a technology company, provides hardware and software solutions for the technology and resource sectors in Australia, the United States, the United Kingdom, Malaysia, and the United Arab Emirates. The company offers high-performance computing as a service solution; data centre cooling solutions; scientific data analysis services; and DUG Insight, a full-service, interactive software platform for advanced seismic data processing and imaging, interpretation, visualization, and QI across land, marine, and ocean-bottom surveys. It also provides data services, including on-demand support for data loading, quality control, and management services. In addition, the company offers geoscience services, such as seismic and land data processing, DUG deblend, time-lapse and ocean bottom seismic, full waveform inversion, depth, and least-squares imaging, petrophysical processing and interpretation, quantitative interpretation, and regional velocity model services. Dug Technology Ltd was incorporated in 2003 and is headquartered in West Perth, Australia."
WC8.AX,Wildcat Resources Limited,Gold,gold,Gold,Basic Materials,basic-materials,Basic Materials,"Wildcat Resources Limited operates as a mineral exploration company in Australia. The company explores for gold, lithium, copper, and nickel deposits. Its projects include the Mt Adrah project, which covers an area of approximately 493 square kilometers located in the Lachlan Fold located in New South Wales; the Bolt Cutter Gold, Lithium, and the Tabba Tabba Lithium-Tantalum project project that comprises eight exploration licenses covering 1425 square kilometers of the Mallina Basin located in the Pilbara region of Western Australia. Wildcat Resources Limited was formerly known as Fraser Range Metals Group Limited and changed its name to Wildcat Resources Limited in July 2020. The company was incorporated in 2001 and is based in West Perth, Australia."
WQG.AX,WCM Global Growth Limited,N.A,N.A,N.A,N.A,N.A,N.A,"Contango Global Growth Limited is an equity mutual fund launched by Contango International Management Pty Ltd. The fund is managed by WCM Investment Management. It invests in public equity markets of emerging countries across the globe. The fund seeks to invest in stocks of companies operating across diversified sectors. It employs fundamental analysis with bottom-up stock picking approach to create its portfolio. The fund seeks to benchmark the performance of its portfolio against the MSCI All Country World Index ex-Australia. Contango Global Growth Limited was formed on June 23, 2017 and is domiciled in Australia."
CVN.AX,Carnarvon Energy Limited,Oil & Gas E&P,oil-gas-e-p,Oil & Gas E&P,Energy,energy,Energy,"Carnarvon Energy Limited engages in the exploration, development, and production of oil and gas properties in Australia. The company is also involved in the renewable fuels business. It also owns various interests in the Dorado, Pavo, Roc, Phoenix, and Phoenix South project located in the Bedout Sub-basin permits of Western Australia. The company was incorporated in 1983 and is based in West Perth, Australia."
29M.AX,29Metals Limited,Other Precious Metals & Mining,other-precious-metals-mining,Other Precious Metals & Mining,Basic Materials,basic-materials,Basic Materials,"29Metals Limited explores, develops, and produces copper focused base and precious metals. The company explores for copper, zinc, gold, and silver deposits. It holds interest in the Golden Grove property located in Western Australia; and the Capricorn Copper property situated in Queensland. In addition, the company holds interest in the Redhill project located in southern Chile. 29Metals Limited was incorporated in 2021 and is headquartered in Melbourne, Australia."
OBL.AX,Omni Bridgeway Limited,Credit Services,credit-services,Credit Services,Financial Services,financial-services,Financial Services,"Omni Bridgeway Limited, together with its subsidiaries, offers dispute and litigation finance services in Australia, the United States, Canada, Latin America, Asia, New Zealand, Europe, the Middle East, and Africa. The company offers dispute funding solutions, including bankruptcy, commercial, intellectual property, investor recoveries, class/group actions, appeals, and whistleblower. It also provides arbitration financing, judgment enforcement, and distressed asset recovery solutions. The company serves individual claimants, law firms, corporations, bankruptcy/insolvency professionals, liquidators, banks, creditors, sovereigns, and multilateral institutions. The company was formerly known as IMF Bentham Limited and changed its name to Omni Bridgeway Limited in March 2020. Omni Bridgeway Limited was founded in 1986 and is based in Sydney, Australia."
OMH.AX,OM Holdings Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"OM Holdings Limited, an investment holding company, engages in mining, smelting, trading, and marketing manganese ores and ferroalloys worldwide. The company operates through Mining, Smelting, and Marketing and Trading segments. It owns and operates the Bootu Creek manganese ore mine located in the Northern territory of Australia. The company also produces and trades in ferrosilicon, manganese alloys, silicon metal, and manganese sinter ore. OM Holdings Limited was founded in 1993 and is based in Hamilton, Bermuda."
EBR.AX,"EBR Systems, Inc.",Medical Devices,medical-devices,Medical Devices,Healthcare,healthcare,Healthcare,"EBR Systems, Inc. develops implantable systems for wireless tissue stimulation. The company offers WiSE cardiac resynchronization therapy system that uses a proprietary wireless technology to deliver pacing stimulation directly to the inside of the left ventricle of the heart. Its products are used to eliminate lead complications, such as placement difficulty, unintended nerve stimulation, dislodgement, extraction, and repositioning. EBR Systems, Inc. was incorporated in 2003 and is based in Sunnyvale, California."
3PL.AX,3P Learning Limited,Education & Training Services,education-training-services,Education & Training Services,Consumer Defensive,consumer-defensive,Consumer Defensive,"3P Learning Limited, together with its subsidiaries, engages in the development, marketing, and sale of educational software and e-books to schools and parents of school-aged students in the Asia-Pacific, North and South America, Europe, the Middle East, and Africa. It operates through Business-to-School (B2B) and Business-to-Consumer (B2C) segments. The company offers online education, and adaptive and collaborative learning, including reading, writing, and math products. It also provides Mathletics, Reading Eggs, Mathseeds, Brightpath Progress, and Writing Legends programs. 3P Learning Limited was incorporated in 2003 and is headquartered in Leichhardt, Australia."
AVR.AX,Anteris Technologies Ltd,Medical Devices,medical-devices,Medical Devices,Healthcare,healthcare,Healthcare,"Anteris Technologies Global Corp., a structural heart company, discovers, develops, and commercializes medical devices to enhance the quality of life for patients with aortic stenosis. Its lead product candidate is the DurAVR transcatheter heart valve system, a novel transcatheter aortic valve for the treatment of aortic stenosis that is shaped to mimic the performance of a healthy human aortic valve. The company also devlops ADAPT anti-calcification tissue, an anti-calcification preparation that transforms xenograft tissue into durable bioscaffolds that are used to mimic human tissue for surgical repair in multiple settings, including aortic valve replacement; and ComASUR delivery system, a physician-developed balloon expandable delivery system that contains a reinforced steerable catheter for a precise deflection through the heart anatomy in a controlled manner to avoid damage to the aorta. Anteris Technologies Global Corp. was incorporated in 1999 and is based in Toowong, Australia."
PEN.AX,Peninsula Energy Limited,Uranium,uranium,Uranium,Energy,energy,Energy,"Peninsula Energy Limited, together with its subsidiaries, operates as a uranium exploration company in the United States. Its flagship project is its 100% owned Lance uranium project located in Wyoming. The company was formerly known as Peninsula Minerals Limited and changed its name to Peninsula Energy Limited in November 2010. Peninsula Energy Limited was incorporated in 1993 and is based in Subiaco, Australia."
FID.AX,Fiducian Group Ltd,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"Fiducian Group Ltd, through its subsidiaries, provides financial services in Australia. It operates through Funds Management, Financial Planning, Corporate Services, and Platform Administration segments. The company provides investor directed portfolio and separately managed accounts services; and acts as the trustee of fiducial superannuation services. It also offers fiducial funds; financial planning services; client account administration platforms; and wrap platform administration services. In addition, the company develops IT software systems for financial planning; and offers financial advisory services, such as cash flow management, debt reduction, planning retirement, estate management, and aged care, as well as provides platform solutions and SMSF administration services. Further, it offers diversified and sector funds, specialist funds, managed portfolios, and manager system services. The company was founded in 1996 and is based in Sydney, Australia."
ALK.AX,Alkane Resources Ltd,Gold,gold,Gold,Basic Materials,basic-materials,Basic Materials,"Alkane Resources Ltd operates as a gold exploration and production company in Australia. The company explores for gold, copper, nickel, zinc, and silver deposits. It also invests in junior gold mining companies and projects. The company was incorporated in 1969 and is headquartered in West Perth, Australia."
SYA.AX,Sayona Mining Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Sayona Mining Limited, together with its subsidiaries, engages in mineral identification, acquisition, exploration, and development in Australia and Canada. The company explores for lithium, graphite, and gold deposits. Its flagship property the North American Lithium project comprises 41 mineral claims covering an area of 1,493 hectares and one mining lease located in Quebec, Canada. The company was formerly known as DiamonEx Limited and changed its name to Sayona Mining Limited in May 2013. Sayona Mining Limited was incorporated in 2000 and is headquartered in Brisbane, Australia."
SWM.AX,Seven West Media Limited,Entertainment,entertainment,Entertainment,Communication Services,communication-services,Communication Services,"Seven West Media Limited engages in the free to air television broadcasting and digital streaming in Australia and internationally. It operates through three segments: Television; The West; and Other Business and New Ventures. The company is involved in producing and operating of commercial television programming and stations; distribution of programming content; and publishing of newspapers and insert magazines, colourpress, digital publishing, west australian publishers, and perth now. It engages in leasing of property. Seven West Media Limited was incorporated in 1991 and is based in Perth, Australia."
NVX.AX,NOVONIX Limited,Electrical Equipment & Parts,electrical-equipment-parts,Electrical Equipment & Parts,Industrials,industrials,Industrials,"NOVONIX Limited provides battery materials and development technology for battery manufacturers, materials companies, automotive original equipment manufacturers (OEMs), and consumer electronics manufacturers in North America, Asia, Australia, and Europe. It operates through Battery Materials and Battery Technology segments. The Battery Materials segment develops and manufactures battery anode materials. The Battery Technology segment develops battery cell testing equipment, performs consulting services, and carries out research and development in battery development. The company is involved in the investment and real estate borrowing activities; and offers battery technology, battery testing hardware equipment, and battery testing and development consulting services. The company was formerly known as Graphitecorp Limited and changed its name to NOVONIX Limited in July 2017. NOVONIX Limited was incorporated in 2012 and is based in Brisbane, Australia."
LTP.AX,LTR Pharma Limited,Biotechnology,biotechnology,Biotechnology,Healthcare,healthcare,Healthcare,"LTR Pharma Limited, a biopharmaceutical company, engages in the research and development of intranasal spray for the treatment erectile dysfunction (ED) in Australia. Its lead product candidate is SPONTAN, an intranasal delivery technology, an oral PDE5 inhibitor and vardenafil HCL for the treatment of ED. The company was incorporated in 2020 and is headquartered in Brisbane, Australia."
SVR.AX,Solvar Limited,Credit Services,credit-services,Credit Services,Financial Services,financial-services,Financial Services,"Solvar Limited, together with its subsidiaries, provides automotive finance in Australia and New Zealand. It offers consumer and commercial loans for new and used cars, motorbikes, utility vehicles, tractors, caravan, horse floats, motor bikes, trailers, trucks, boats, and jet skis. The company provides secured and unsecured personal loans. It sells loans through brokers and dealers under the Automotive Financial Services, Go Car Finance, and Money3 brands. The company was formerly known as Money3 Corporation Limited and changed its name to Solvar Limited in November 2022. The company was founded in 2000 and is headquartered in Bundoora, Australia."
AGI.AX,Ainsworth Game Technology Limited,Gambling,gambling,Gambling,Consumer Cyclical,consumer-cyclical,Consumer Cyclical,"Ainsworth Game Technology Limited designs, develops, manufactures, sells, distributes, and services electronic gaming machines, and other related equipment and services in Australia, North America, Latin America, Europe, New Zealand, South Africa, Asia, and internationally. It offers online real money and social games. The company was incorporated in 1995 and is headquartered in Newington, Australia. Ainsworth Game Technology Limited is a subsidiary of Novomatic AG."
EOS.AX,Electro Optic Systems Holdings Limited,Aerospace & Defense,aerospace-defense,Aerospace & Defense,Industrials,industrials,Industrials,"Electro Optic Systems Holdings Limited engages in the development, manufacture, and sale of telescopes and dome enclosures, laser satellite tracking systems, electro-optic fire control systems, and microwave satellite dishes and receivers. The company operates in Defence Systems and Space Systems segments. It develops, manufactures, and markets fire control, surveillance, and weapon systems to military customers; designs, manufactures, and supplies remote weapon systems, as well as provides related installation, integration, and support services; and designs, manufactures, delivers, and operates sensors for space domain awareness and space control. The company is also involved in the design, development, and provision of satellite communications products, systems, and services; and provision of optical, microwave, and on-the-move radio and satellite products, as well as laser-based surveillance systems with space tracking capability. It operates in Australia, the United States, Singapore, the United Arab Emirates, New Zealand, and Germany. The company was founded in 1983 and is headquartered in Canberra, Australia."
GDC.AX,Global Data Centre Group,Asset Management,asset-management,Asset Management,Financial Services,financial-services,Financial Services,"Global Data Centre Group enables investors to invest in digital infrastructure assets in Australia. The company was incorporated in 2019 and is based in Sydney, Australia."
PPS.AX,Praemium Limited,Capital Markets,capital-markets,Capital Markets,Financial Services,financial-services,Financial Services,"Praemium Limited, together with its subsidiaries, provides advisors and wealth management solutions by seamless digital platform experience in Australia and internationally. The company offers technology solutions, such as reporting, online business management, digital engagement, tax and corporate actions, and investment governance. It also offers product solutions, which includes private wealth, investments and superannuation, software licensing, and third party administrations. In addition, it provides managed accounts platform that includes virtual managed accounts and virtual managed accounts administration service. It serves as advisors, investment managers, and investors. The company was incorporated in 2001 and is based in Melbourne, Australia."
GRR.AX,Grange Resources Limited,Steel,steel,Steel,Basic Materials,basic-materials,Basic Materials,"Grange Resources Limited owns and operates integrated iron ore mining and pellet production business in Australia and internationally. The company is involved in the mining, processing, and sale of iron ore; and exploration, evaluation, and development of mineral resources. It owns interests in the Savage River project located in 100km southwest of the city of Burnie; the Pellet Plant project situated in Port Latta located to the 70Km northwest of Burnie; and the Southdown magnetite project located 90km from Albany Western Australia. The company was incorporated in 1985 and is headquartered in Burnie, Australia."
SYR.AX,Syrah Resources Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Syrah Resources Limited, together with its subsidiaries, engages in the exploration, evaluation, and development of mineral properties in Australia, China, Europe, India, the Americas, and internationally. It operates through Balama and Vidalia segments. The company's flagship project is the Balama graphite and vanadium project located in Cabo Delgado Province, Mozambique. It also involved in the operation and expansion of the Vidalia active anode material facility, including the operation of a qualification facility; construction of the Vidalia Initial Expansion project; and evaluation of the Vidalia Further Expansion project. Syrah Resources Limited was incorporated in 2007 and is headquartered in Melbourne, Australia."
SBM.AX,St Barbara Limited,Gold,gold,Gold,Basic Materials,basic-materials,Basic Materials,"St Barbara Limited, together with its subsidiaries, engages in the exploration, development, mining, and sale of gold. The company also explores for silver deposits. Its properties include the Simberi project located in New Ireland province, Papua New Guinea; and the Atlantic operations in Nova Scotia, Canada. The company was incorporated in 1969 and is based in Perth, Australia."
EML.AX,EML Payments Limited,Software - Infrastructure,software-infrastructure,Software - Infrastructure,Technology,technology,Technology,"EML Payments Limited provides payment solutions platform in Australia, Europe, and North America. It operates in three segments: General Purpose Reloadable, Gift and Incentives, and Digital Payments. The General Purpose Reloadable segment offers reloadable cards to various industries, such as government, salary packaging, gaming, and digital banking. This segment also provides issuance, processing, and program management services. The Gift and Incentives segment provides single load gift cards for shopping malls and incentive programs. The Digital Payments segment offers payment options for open banking, buy-now pay-later providers, and bill payment providers. The company also offers banking, credit, and disbursements services, as well as earned wage access, gifts, incentives and rewards, open banking, and forex payment solutions. The company was formerly known as Emerchants Limited. EML Payments Limited was incorporated in 2003 and is based in Brisbane, Australia."
LGI.AX,LGI Limited,Utilities - Renewable,utilities-renewable,Utilities - Renewable,Utilities,utilities,Utilities,"LGI Limited provides carbon abatement and renewable energy solutions with biogas from landfill. The company operates through Renewable Energy, Carbon Abatement, and Infrastructure Construction and Management segments. It offers greenhouse gas abatement solutions. The company also engages in the design, installation, operation, maintenance, and monitor of biogas extraction infrastructure and flaring systems for landfill owners; acquisition, creation, and sale of Australian carbon credit units; and installation of power generation systems. In addition, it sells renewable electricity and large scale generation certificates. LGI Limited was incorporated in 2009 and is based in Eagle Farm, Australia."
FBR.AX,FBR Limited,Farm & Heavy Construction Machinery,farm-heavy-construction-machinery,Farm & Heavy Construction Machinery,Industrials,industrials,Industrials,"FBR Limited designs, develops, builds, and operates robots in Australia. The company engages in developing the Hadrian X, a construction robot that builds block structures from a 3D CAD model. It also develops precision construction robot, intelligent control system software, and dynamic stabilisation technology (DST) that enables robots to work outdoors in unstable and unpredictable environments, as well as offers Fastbrick wall system, a cladding material for acrylic render. FBR Limited was formerly known as Fastbrick Robotics Limited and changed its name to FBR Limited. The company was incorporated in 1999 and is based in High Wycombe, Australia."
EEG.AX,Empire Energy Group Limited,Oil & Gas E&P,oil-gas-e-p,Oil & Gas E&P,Energy,energy,Energy,"Empire Energy Group Limited, together its subsidiaries, engages in the production and sale of oil and natural gas in the United States and Australia. It operates through US Operations and Northern Territory segments. The company holds a 100% working interest in approximately 28.9 million acres of petroleum exploration tenements in the McArthur Basin and Beetaloo Sub-basin, onshore Northern Territory, Australia. It sells oil and gas products primarily to owners of domestic pipelines, utilities, and refiners located in Pennsylvania and New York; and operates wells. The company was formerly known as Imperial Corporation Limited and changed its name to Empire Energy Group Limited in March 2011. Empire Energy Group Limited was incorporated in 1981 and is headquartered in Sydney, Australia."
GDF.AX,Garda Property Group,Real Estate Services,real-estate-services,Real Estate Services,Real Estate,real-estate,Real Estate,Garda Diversified Property Fund is a real estate investment trust externally managed by Garda Capital Group. It invests in real estate markets of Australia. The fund intends to invest in commercial offices in city and suburban markets as well as industrial facilities along the eastern seaboard of Australia. Garda Diversified Property is domiciled in Australia.
VYS.AX,Vysarn Limited,Engineering & Construction,engineering-construction,Engineering & Construction,Industrials,industrials,Industrials,"Vysarn Limited provides water and environmental services in Western Australia. The company operates through Pentium Hydro, Project Engineering, Pentium Test Pumping, Pentium Water, and Other segments. It offers hydrogeological drilling, test pumping, reinjection water services, and water consultancy services. The company also provides dewatering drilling; aquifer recharge and hydraulic engineering solutions; water management and environmental planning consultancy; and asset management services, as well as offers scientific data for aquifer characterization. Vysarn Limitedwas incorporated in 2007 and is based in West Perth, Australia."
DSE.AX,Dropsuite Limited,Software - Infrastructure,software-infrastructure,Software - Infrastructure,Technology,technology,Technology,"Dropsuite Limited, together with its subsidiaries, operates a cloud-based software platform worldwide. It offers Dropsuite Website Backup, a cloud-based website and database backup, and monitoring service that allows website owners to securely backup, recover, monitor, and protect its website data; Dropsuite Email Backup and Archiving, a cloud-based email backup and archiving solution that helps organizations to securely backup, manage, recover, comply, and protect their email data; and Dropsuite for Microsoft Office 365, a backup and archiving solution for Microsoft's Office 365 suite of products, including exchange online, SharePoint, OneDrive, Groups, and Teams, as well as calendars, contacts and tasks. The company also provides Dropsuite for Google Workplace, a backup and archiving solution for Google Workplace; and email backup platform; and QuickBooks Online Backup, that automatically protects, recovers, and ensure continuity for business-critical accounting data. It serves construction, education, financial services, government, healthcare, insurance, law firms, manufacturing, oil and gas, real estate, and veterinary industries. Dropsuite Limited was incorporated in 1983 and is headquartered in Melbourne, Australia."
TBR.AX,Tribune Resources Limited,Gold,gold,Gold,Basic Materials,basic-materials,Basic Materials,"Tribune Resources Limited, together with its subsidiaries, engages in the development, exploration, and production of mineral properties in Australia. It primarily explores for gold and silver deposits. The company holds interests in the East Kundana joint venture and the West Kundana joint venture located in Western Australia; the Seven Mile Hill project situated in Western Australia; and the Japa project located in Ghana, West Africa. It also holds an interest in Diwalwal Gold Project situated in Davao City Mindanao island, Philippines. Tribune Resources Limited was incorporated in 1988 and is based in South Perth, Australia."
PLY.AX,PlaySide Studios Limited,Electronic Gaming & Multimedia,electronic-gaming-multimedia,Electronic Gaming & Multimedia,Communication Services,communication-services,Communication Services,"PlaySide Studios Limited develops and sells mobile, PC, and console video games in Australia. It provides titles in a range of categories, including self-published games based on original intellectual property and games developed in collaboration with studios, such as Disney, Pixar, Warner Bros, and Nickelodeon. It also offers virtual reality games. PlaySide Studios Limited was incorporated in 2011 and is based in Port Melbourne, Australia."
CTM.AX,Centaurus Metals Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Centaurus Metals Limited engages in the exploration and evaluation of mineral resource properties Brazil. It explores and processes for copper, nickel, gold, and iron ore deposits, as well as produces by products, such as copper cathode, zinc hydroxide, cobalt hydroxide, and ammonium sulphate. The company's flagship project is the Jaguar nickel sulphide project covering an area of approximately 30 square kilometers of land package located in the CarajÃ¡s Mineral Province, northern Brazil. It also holds 100% interest in the Jambreiro project located in the State of Minas Gerais; and the Boi Novo Copper-Gold project comprises an area of approximately 35 square kilometers located in the CarajÃ¡s Mineral Province, Brazil. The company was formerly known as Glengarry Resources Limited and changed its name to Centaurus Metals Limited in April 2010. Centaurus Metals Limited was incorporated in 1990 and is headquartered in Belo Horizonte, Brazil."
MEI.AX,Meteoric Resources NL,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Meteoric Resources NL explores for mineral tenements in Brazil, Canada, Western Australia, and Northern Territory. The company explores for gold, copper, and diamond deposits. It also owns interests in the Palm Springs gold project, which covers an area of approximately 12,500 ha located in Western Australia; the Juruena Gold project located in Brazil; Webb Diamond JV project covers an area of 400 square kilometers located in Western Australia; and the Warrego North IOCG project located in the Northern Territory. In addition, the company holds interests in the Caldeira Project located in Brazil. Meteoric Resources NL was incorporated in 2004 and is based in West Perth, Australia."
MMI.AX,Metro Mining Limited,Other Industrial Metals & Mining,other-industrial-metals-mining,Other Industrial Metals & Mining,Basic Materials,basic-materials,Basic Materials,"Metro Mining Limited, together with its subsidiaries, operates as an exploration and mining company in China. It explores for bauxite. The company's flagship project is the Bauxite Hills Mine property that covers an area of approximately 1,900 square kilometers located on Western Cape York. The company was formerly known as MetroCoal Limited and changed its name to Metro Mining Limited in December 2014. Metro Mining Limited was founded in 2004 and is headquartered in Brisbane, Australia."
SHA.AX,SHAPE Australia Corporation Limited,Engineering & Construction,engineering-construction,Engineering & Construction,Industrials,industrials,Industrials,"SHAPE Australia Corporation Limited, together with its subsidiaries, engages in the construction, fitout, and refurbishment of commercial properties in Australia. It also offers new builds; facade remediation; modular construction; design and build; aftercare and facilities maintenance; and defense projects. The company serves commercial, education, government, retail, hotels and hospitality, defense, and health sectors. SHAPE Australia Corporation Limited was founded in 1989 and is headquartered in Sydney, Australia."
